Key,English
perkSorceryStaffFireRank2Desc,"[36dc2a]NOVICE[-] Fire Staff\n• Fire Staff is evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Fire Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]2 Charges[-] for Fire Spells and Staff\n• Fire Staff is [ae92d5]+25% Deadlier[-] Knocking Down and Dismembering\n• Fire Staff is [ae92d5]+20% Faster[-] Attacking and Harvesting\n• Fire Staff gains [ae92d5]+40% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffFireRank3Desc,"[407fff]ADEPT[-] Fire Staff\n• Fire Staff is evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Fire Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]3 Charges[-] for Fire Spells and Staff\n• Fire Staff is [ae92d5]+50% Deadlier[-] Knocking Down and Dismembering\n• Fire Staff is [ae92d5]+30% Faster[-] Attacking and Harvesting\n• Fire Staff gains [ae92d5]+60% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffFireRank4Desc,"[ba3fd0]EXPERT[-] Fire Staff\n• Fire Staff is evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Fire Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]4 Charges[-] for Fire Spells and Staff\n• Fire Staff is [ae92d5]+75% Deadlier[-] Knocking Down and Dismembering\n• Fire Staff is [ae92d5]+40% Faster[-] Attacking and Harvesting\n• Fire Staff gains [ae92d5]+80% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffFireRank5Desc,"[e60000]MASTER[-] Fire Staff\n• Fire Staff is fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Fire Staff at a Sorcerer Desk\n• Secondary Nova now casts [ae92d5]Energy Regen[-] at 4 Charges\n• Fire Staff is [ae92d5]+100% Deadlier[-] Knocking Down and Dismembering\n• Fire Staff is [ae92d5]+50% Faster[-] Attacking and Harvesting\n• Fire Staff gains [ae92d5]Double Effectiveness[-] to Harvesting and Breaking"

perkSorceryStaffIceRank1Desc,"[2f9970]INITIATE[-] Ice Staff\n• Learn the secrets to crafting an Ice Staff to build Charges with each blow that empower Ice Spells and release a Nova on Secondary!\n• Learn to craft a [e3bb70][U]Ice Staff[/U][-] at a Sorcerer Desk\n• Primary Attacks now build [ae92d5]1 Charge[-] for Ice Spells and Staff\n• Secondary Attack now expends Charges to cast an [ae92d5]Ice Nova[-]\n• Ice Staff is [ae92d5]+10% Faster[-] Attacking and Harvesting\n• Ice Staff gains [ae92d5]+20% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffIceRank2Desc,"[36dc2a]NOVICE[-] Ice Staff\n• Ice Staff is evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Ice Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]2 Charges[-] for Ice Spells and Staff\n• Ice Staff is [ae92d5]+25% Deadlier[-] Knocking Down and Dismembering\n• Ice Staff is [ae92d5]+20% Faster[-] Attacking and Harvesting\n• Ice Staff gains [ae92d5]+40% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffIceRank3Desc,"[407fff]ADEPT[-] Ice Staff\n• Ice Staff is evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Ice Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]3 Charges[-] for Ice Spells and Staff\n• Ice Staff is [ae92d5]+50% Deadlier[-] Knocking Down and Dismembering\n• Ice Staff is [ae92d5]+30% Faster[-] Attacking and Harvesting\n• Ice Staff gains [ae92d5]+60% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffIceRank4Desc,"[ba3fd0]EXPERT[-] Ice Staff\n• Ice Staff is evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Ice Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]4 Charges[-] for Ice Spells and Staff\n• Ice Staff is [ae92d5]+75% Deadlier[-] Knocking Down and Dismembering\n• Ice Staff is [ae92d5]+40% Faster[-] Attacking and Harvesting\n• Ice Staff gains [ae92d5]+80% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffIceRank5Desc,"[e60000]MASTER[-] Ice Staff\n• Ice Staff is fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Ice Staff at a Sorcerer Desk\n• Secondary Nova now casts [ae92d5]Energy Regen[-] at 4 Charges\n• Ice Staff is [ae92d5]+100% Deadlier[-] Knocking Down and Dismembering\n• Ice Staff is [ae92d5]+50% Faster[-] Attacking and Harvesting\n• Ice Staff gains [ae92d5]Double Effectiveness[-] to Harvesting and Breaking"

perkSorceryStaffLightningRank1Desc,"[2f9970]INITIATE[-] Lightning Staff\n• Learn the secrets to crafting a Lightning Staff to build Charges with each blow that empower Lightning Spells and release a Nova on Secondary!\n• Learn to craft a [e3bb70][U]Lightning Staff[/U][-] at a Sorcerer Desk\n• Primary Attacks now build [ae92d5]1 Charge[-] for Lightning Spells and Staff\n• Secondary Attack now expends Charges to cast a [ae92d5]Lightning Nova[-]\n• Lightning Staff is [ae92d5]+10% Faster[-] Attacking and Harvesting\n• Lightning Staff gains [ae92d5]+20% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffLightningRank2Desc,"[36dc2a]NOVICE[-] Lightning Staff\n• Lightning Staff is evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Lightning Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]2 Charges[-] for Lightning Spells and Staff\n• Lightning Staff is [ae92d5]+25% Deadlier[-] Knocking Down and Dismembering\n• Lightning Staff is [ae92d5]+20% Faster[-] Attacking and Harvesting\n• Lightning Staff gains [ae92d5]+40% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffLightningRank3Desc,"[407fff]ADEPT[-] Lightning Staff\n• Lightning Staff is evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Lightning Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]3 Charges[-] for Lightning Spells and Staff\n• Lightning Staff is [ae92d5]+50% Deadlier[-] Knocking Down and Dismembering\n• Lightning Staff is [ae92d5]+30% Faster[-] Attacking and Harvesting\n• Lightning Staff gains [ae92d5]+60% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffLightningRank4Desc,"[ba3fd0]EXPERT[-] Lightning Staff\n• Lightning Staff is evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Lightning Staff at a Sorcerer Desk\n• Primary Attacks can build [ae92d5]4 Charges[-] for Lightning Spells and Staff\n• Lightning Staff is [ae92d5]+75% Deadlier[-] Knocking Down and Dismembering\n• Lightning Staff is [ae92d5]+40% Faster[-] Attacking and Harvesting\n• Lightning Staff gains [ae92d5]+80% Effectiveness[-] to Harvesting and Breaking"
perkSorceryStaffLightningRank5Desc,"[e60000]MASTER[-] Lightning Staff\n• Lightning Staff is fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Lightning Staff at a Sorcerer Desk\n• Secondary Nova now casts [ae92d5]Energy Regen[-] at 4 Charges\n• Lightning Staff is [ae92d5]+100% Deadlier[-] Knocking Down and Dismembering\n• Lightning Staff is [ae92d5]+50% Faster[-] Attacking and Harvesting\n• Lightning Staff gains [ae92d5]Double Effectiveness[-] to Harvesting and Breaking"

perkSorcerySecondaryFireRank1Desc,"[2f9970]INITIATE[-] Secondary Fire Weapons\n• Learn to craft Secondary Fire Weapons that Burn your foes with every strike!\n• Learn to craft [e3bb70][U]Secondary Fire Weapons[/U][-] at a Sorcerer Desk\n• Secondary Fire Weapons are [ae92d5]+10% Deadlier[-]\n• Secondary Fire Weapons are [ae92d5]+10% Faster[-] Attacking\n• Secondary Fire Weapons gain [ae92d5]+20% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryFireRank2Desc,"[36dc2a]NOVICE[-] Secondary Fire Weapons\n• Secondary Fire Weapons are evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Secondary Fire Weapons at a Sorcerer Desk\n• Secondary Fire Weapons are [ae92d5]+20% Deadlier[-]\n• Secondary Fire Weapons are [ae92d5]+20% Faster[-] Attacking\n• Secondary Fire Weapons gain [ae92d5]+40% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryFireRank3Desc,"[407fff]ADEPT[-] Secondary Fire Weapons\n• Secondary Fire Weapons are evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Secondary Fire Weapons at a Sorcerer Desk\n• Secondary Fire Weapons are [ae92d5]+30% Deadlier[-]\n• Secondary Fire Weapons are [ae92d5]+30% Faster[-] Attacking\n• Secondary Fire Weapons gain [ae92d5]+60% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryFireRank4Desc,"[ba3fd0]EXPERT[-] Secondary Fire Weapons\n• Secondary Fire Weapons are evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Secondary Fire Weapons at a Sorcerer Desk\n• Secondary Fire Weapons are [ae92d5]+40% Deadlier[-]\n• Secondary Fire Weapons are [ae92d5]+40% Faster[-] Attacking\n• Secondary Fire Weapons gain [ae92d5]+80% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryFireRank5Desc,"[e60000]MASTER[-] Secondary Fire Weapons\n• Secondary Fire Weapons are fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Secondary Fire Weapons at a Sorcerer Desk\n• Secondary Fire Weapons are [ae92d5]+50% Deadlier[-]\n• Secondary Fire Weapons are [ae92d5]+50% Faster[-] Attacking\n• Secondary Fire Weapons gain [ae92d5]Double Effectiveness[-] to Breaking Blocks"

perkSorcerySecondaryIceRank1Desc,"[2f9970]INITIATE[-] Secondary Ice Weapons\n• Learn to craft Secondary Ice Weapons that Chill your foes with every strike!\n• Learn to craft [e3bb70][U]Secondary Ice Weapons[/U][-] at a Sorcerer Desk\n• Secondary Ice Weapons are [ae92d5]+10% Deadlier[-]\n• Secondary Ice Weapons are [ae92d5]+10% Faster[-] Attacking\n• Secondary Ice Weapons gain [ae92d5]+20% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryIceRank2Desc,"[36dc2a]NOVICE[-] Secondary Ice Weapons\n• Secondary Ice Weapons are evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Secondary Ice Weapons at a Sorcerer Desk\n• Secondary Ice Weapons are [ae92d5]+20% Deadlier[-]\n• Secondary Ice Weapons are [ae92d5]+20% Faster[-] Attacking\n• Secondary Ice Weapons gain [ae92d5]+40% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryIceRank3Desc,"[407fff]ADEPT[-] Secondary Ice Weapons\n• Secondary Ice Weapons are evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Secondary Ice Weapons at a Sorcerer Desk\n• Secondary Ice Weapons are [ae92d5]+30% Deadlier[-]\n• Secondary Ice Weapons are [ae92d5]+30% Faster[-] Attacking\n• Secondary Ice Weapons gain [ae92d5]+60% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryIceRank4Desc,"[ba3fd0]EXPERT[-] Secondary Ice Weapons\n• Secondary Ice Weapons are evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Secondary Ice Weapons at a Sorcerer Desk\n• Secondary Ice Weapons are [ae92d5]+40% Deadlier[-]\n• Secondary Ice Weapons are [ae92d5]+40% Faster[-] Attacking\n• Secondary Ice Weapons gain [ae92d5]+80% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryIceRank5Desc,"[e60000]MASTER[-] Secondary Ice Weapons\n• Secondary Ice Weapons are fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Secondary Ice Weapons at a Sorcerer Desk\n• Secondary Ice Weapons are [ae92d5]+50% Deadlier[-]\n• Secondary Ice Weapons are [ae92d5]+50% Faster[-] Attacking\n• Secondary Ice Weapons gain [ae92d5]Double Effectiveness[-] to Breaking Blocks"

perkSorcerySecondaryLightningRank1Desc,"[2f9970]INITIATE[-] Secondary Lightning Weapons\n• Learn to craft Secondary Lightning Weapons that Shock your foes with every strike!\n• Learn to craft [e3bb70][U]Secondary Lightning Weapons[/U][-] at a Sorcerer Desk\n• Secondary Lightning Weapons are [ae92d5]+10% Deadlier[-]\n• Secondary Lightning Weapons are [ae92d5]+10% Faster[-] Attacking\n• Secondary Lightning Weapons gain [ae92d5]+20% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryLightningRank2Desc,"[36dc2a]NOVICE[-] Secondary Lightning Weapons\n• Secondary Lightning Weapons are evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Secondary Lightning Weapons at a Sorcerer Desk\n• Secondary Lightning Weapons are [ae92d5]+20% Deadlier[-]\n• Secondary Lightning Weapons are [ae92d5]+20% Faster[-] Attacking\n• Secondary Lightning Weapons gain [ae92d5]+40% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryLightningRank3Desc,"[407fff]ADEPT[-] Secondary Lightning Weapons\n• Secondary Lightning Weapons are evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Secondary Lightning Weapons at a Sorcerer Desk\n• Secondary Lightning Weapons are [ae92d5]+30% Deadlier[-]\n• Secondary Lightning Weapons are [ae92d5]+30% Faster[-] Attacking\n• Secondary Lightning Weapons gain [ae92d5]+60% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryLightningRank4Desc,"[ba3fd0]EXPERT[-] Secondary Lightning Weapons\n• Secondary Lightning Weapons are evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Secondary Lightning Weapons at a Sorcerer Desk\n• Secondary Lightning Weapons are [ae92d5]+40% Deadlier[-]\n• Secondary Lightning Weapons are [ae92d5]+40% Faster[-] Attacking\n• Secondary Lightning Weapons gain [ae92d5]+80% Effectiveness[-] to Breaking Blocks"
perkSorcerySecondaryLightningRank5Desc,"[e60000]MASTER[-] Secondary Lightning Weapons\n• Secondary Lightning Weapons are fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Secondary Lightning Weapons at a Sorcerer Desk\n• Secondary Lightning Weapons are [ae92d5]+50% Deadlier[-]\n• Secondary Lightning Weapons are [ae92d5]+50% Faster[-] Attacking\n• Secondary Lightning Weapons gain [ae92d5]Double Effectiveness[-] to Breaking Blocks"

perkSorcerySpellIceRank1Desc,"[2f9970]CHILLING[-] Ice Spell\n• Learn the primal Ice Spell to freeze your foes flesh off while shattering their lifeless husk into icy bits:\n• Learn how to craft [e3bb70][U]Ice Spell[/U][-] at an Ice Spellforge\n• Learn how to craft [e3bb70][U]Ice Spell Arrow[/U][-] at a Sorcerer Desk\n• Ice Spell victims now [ae92d5]Chill Nearby[-] foes\n• Ice now lasts for [ae92d5]5 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] increases destruction by [ae92d5]+25%[-] per charge"
perkSorcerySpellIceRank2Desc,"[36dc2a]FREEZING[-] Ice Spell\n• Ice Spell is evolved to [36dc2a]Novice[-] destruction:\n• Ice Spell has double chance to [ae92d5]Freeze (x2)[-] Chilled victims\n• Ice now lasts for [ae92d5]6 Seconds[-] on its primary victim\n• Ice can now reach [ae92d5]2 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Freeze[-] Chilled victims"
perkSorcerySpellIceRank3Desc,"[407fff]SHATTERING[-] Ice Spell\n• Ice Spell is evolved to [407fff]Adept[-] destruction:\n• Ice Spell has double chance to [ae92d5]Shatter (x2)[-] Frozen victims\n• Ice now lasts for [ae92d5]7 Seconds[-] on its primary victim\n• Ice can now reach [ae92d5]3 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Shatter[-] Frozen victims"
perkSorcerySpellIceRank4Desc,"[ba3fd0]ARCTIC[-] Ice Spell\n• Ice Spell is evolved to [ba3fd0]Expert[-] destruction:\n• Ice Spell's [ae92d5]Chill Range (x2)[-] is doubled affecting more foes\n• Ice Spell's [ae92d5]Impact Area (x2)[-] is doubled hitting more foes\n• Ice now lasts for [ae92d5]8 Seconds[-] on its primary victim"
perkSorcerySpellIceRank5Desc,"[e60000]SUBZERO[-] Ice Spell\n• Ice Spell is fully evolved to [e60000]Master[-] destruction:\n• Ice Spell's [ae92d5]Impact Damage (x2)[-] is doubled on its Primary Target\n• Ice Spell's [ae92d5]Impact Damage (x2)[-] is doubled on Secondary Targets\n• Ice now lasts for [ae92d5]10 Seconds[-] on its primary victim\n• Ice can now reach [ae92d5]4 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Freeze[-] + [ae92d5]Shatter[-]"

perkSorcerySpellIce2Rank1Desc,"[2f9970]CHILLING[-] Comet Spell\n• Learn the primal Comet Spell to shatter your foes lifeless husk by impressionable means:\n• Learn how to craft [e3bb70][U]Comet Spell[/U][-] at an Ice Spellforge\n• Your [ae92d5]Ice Spell Arrows+[-] have a chance to cast Comet\n• Comet Spell [ae92d5]Chills All[-] foes in the area before impact\n• Primary Comet Spell victim now [ae92d5]Chills Nearby[-] foes\n• [ae92d5]Spell Charging[-] increases destruction by [ae92d5]+25%[-] per charge"
perkSorcerySpellIce2Rank2Desc,"[36dc2a]FREEZING[-] Comet Spell\n• Comet Spell is evolved to [36dc2a]Novice[-] destruction:\n• Comet Spell [ae92d5]Always Freezes[-] its primary victim\n• Comet Spell has double chance to [ae92d5]Freeze (x2)[-] Chilled victims\n• Comet Spell affects foes an additional [ae92d5]+1 Second[-]\n• Comet can now reach [ae92d5]2 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Freeze[-] Chilled victims"
perkSorcerySpellIce2Rank3Desc,"[407fff]SHATTERING[-] Comet Spell\n• Comet Spell is evolved to [407fff]Adept[-] destruction:\n• Comet Spell [ae92d5]Always Shatters[-] its primary victim\n• Comet Spell has double chance to [ae92d5]Shatter (x2)[-] Frozen victims\n• Comet can now reach [ae92d5]3 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Shatter[-] Frozen victims"
perkSorcerySpellIce2Rank4Desc,"[ba3fd0]ARCTIC[-] Comet Spell\n• Comet Spell is evolved to [ba3fd0]Expert[-] destruction:\n• Comet Spell's [ae92d5]Chill Range (x2)[-] is doubled affecting more foes\n• Comet Spell's [ae92d5]Impact Area (x2)[-] is doubled hitting more foes\n• Comet Spell affects foes an additional [ae92d5]+2 Seconds[-]"
perkSorcerySpellIce2Rank5Desc,"[e60000]HAILSTORM[-] Comet Spell\n• Comet Spell is fully evolved to [e60000]Master[-] destruction:\n• Comet Spell occasionally triggers a devastating [ae92d5]Hailstorm[-]\n• Comet Spell's [ae92d5]Impact Damage (x2)[-] is doubled on all victims\n• Comet Spell affects foes an additional [ae92d5]+3 Seconds[-]\n• Comet can now reach [ae92d5]4 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to trigger a [ae92d5]Hailstorm[-]"

perkSorcerySpellIce3Rank1Desc,"[2f9970]CHILLING[-] Ice Storm Spell\n• Learn Ice Storm Spell to conjure forth a target seeking inescapable tempest:\n• Learn how to craft [e3bb70][U]Ice Storm Spell[/U][-] at an Ice Spellforge\n• Your [ae92d5]Ice Spell Arrows+[-] have a chance to cast Ice Storm\n• Ice Storm's Chill gains [ae92d5]Additional Slowing[-] effect on foes\n• Ice Storm now lasts for [ae92d5]12 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] increases destruction by [ae92d5]+25%[-] per charge"
perkSorcerySpellIce3Rank2Desc,"[36dc2a]FREEZING[-] Ice Storm Spell\n• Ice Storm Spell is evolved to [36dc2a]Novice[-] destruction:\n• Ice Storm [ae92d5]Freezes (x2)[-] twice as much over time\n• Ice Storm now lasts for [ae92d5]14 Seconds[-] on its primary victim\n• Ice Storm can now reach [ae92d5]2 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Freeze[-] Chilled victims over time"
perkSorcerySpellIce3Rank3Desc,"[407fff]SHATTERING[-] Ice Storm Spell\n• Ice Storm Spell is evolved to [407fff]Adept[-] destruction:\n• Ice Storm [ae92d5]Shatters (x2)[-] twice as much over time\n• Ice Storm now lasts for [ae92d5]16 Seconds[-] on its primary victim\n• Ice Storm can now reach [ae92d5]3 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Shatter[-] Frozen victims over time"
perkSorcerySpellIce3Rank4Desc,"[ba3fd0]COLD FRONT[-] Ice Storm Spell\n• Ice Storm Spell is evolved to [ba3fd0]Expert[-] destruction:\n• Ice Storm victims retain [ae92d5]Lasting Effects[-] upon leaving the storm\n• Ice Storm's Chill gains [ae92d5]Additional Slowing (x2)[-] effect on foes\n• Ice Storm now lasts for [ae92d5]18 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Freeze[-] + [ae92d5]Shatter[-]"
perkSorcerySpellIce3Rank5Desc,"[e60000]CATEGORY 5[-] Ice Storm Spell\n• Ice Storm Spell is fully evolved to [e60000]Master[-] destruction:\n• Victims are [ae92d5]Frozen[-] soon after leaving the storm\n• Ice Storm victims have [ae92d5]Lasting Effects (x2)[-] upon leaving the storm\n• Ice Storm now lasts for [ae92d5]20 Seconds[-] on its primary victim\n• Ice Storm can now reach [ae92d5]4 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Freeze[-] + [ae92d5]Shatter[-]"

perkSorceryFamiliarRank1Desc,"[2f9970]LOYAL[-] Arcane Familiar\n• Learn the secrets to summoning and commanding a loyal wolf companion:\n• Learn to craft [e3bb70][U]Summon: Arcane Familiar[/U][-] at a Sorcerer Desk\n• Physical Damage: [ae92d5]20[-]\n[36dc2a]Primary Ability[-]: Summon Arcane Familiars\n[407fff]Secondary Ability[-]: Heal Arcane Familiars"
perkSorceryFamiliarRank2Desc,"[36dc2a]BURNING[-] Arcane Familiar\n• Arcane Familiar has evolved to [36dc2a]Novice[-] level:\n[36dc2a]BURNING[-]: Attacks periodically [ae92d5]Burn[-] foes!\n• Craft [36dc2a]Novice[-] Arcane Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]30[-]"
perkSorceryFamiliarRank3Desc,"[407fff]CHILLING TWIN[-] Arcane Familiar\n• Arcane Familiar has evolved to [407fff]Adept[-] level:\n[407fff]TWIN[-]: You now [ae92d5]Summon Two[-] Arcane Familiars!\n[36dc2a]CHILLING[-]: Attacks periodically [ae92d5]Chill[-] foes!\n• Craft [407fff]Adept[-] Arcane Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]40[-]"
perkSorceryFamiliarRank4Desc,"[ba3fd0]SHOCKING[-] Arcane Familiar\n• Arcane Familiar has evolved to [ba3fd0]Expert[-] level:\n[ba3fd0]SHOCK[-]: Attacks periodically [ae92d5]Shock[-] foes!\n• Craft [ba3fd0]Expert[-] Arcane Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]50[-]"
perkSorceryFamiliarRank5Desc,"[e60000]PURIFYING PACK[-] Arcane Familiar\n• Arcane Familiar is fully evolved to [e60000]Master[-] level:\n[407fff]PACK[-]: You now [ae92d5]Summon Three[-] Arcane Familiars!\n[e60000]PURIFYING PACK[-]: Periodically casts [ae92d5]Holy Retribution[-] on nearby allies!\n• Craft [e60000]Master[-] Arcane Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]60[-]"

perkSorceryFireFamiliarRank1Desc,"[2f9970]BURNING[-] Fire Familiar\n• Learn the secrets to summoning and commanding a burning wolf companion:\n• Learn to craft [e3bb70][U]Summon: Fire Familiar[/U][-] at a Sorcerer Desk\n• Physical Damage: [ae92d5]20[-]\n[36dc2a]Primary Ability[-]: Summon Fire Familiars\n[407fff]Secondary Ability[-]: Heal Fire Familiars"
perkSorceryFireFamiliarRank2Desc,"[36dc2a]INCINERATING[-] Fire Familiar\n• Fire Familiar has evolved to [36dc2a]Novice[-] level:\n[36dc2a]INCINERATING[-]: Attacks periodically [ae92d5]Incinerate[-] foes!\n• Craft [36dc2a]Novice[-] Fire Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]25[-]"
perkSorceryFireFamiliarRank3Desc,"[407fff]TWINS[-] Fire Familiar\n• Fire Familiar has evolved to [407fff]Adept[-] level:\n[407fff]TWIN[-]: You now [ae92d5]Summon Two[-] Fire Familiars!\n• Craft [407fff]Adept[-] Fire Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]30[-]"
perkSorceryFireFamiliarRank4Desc,"[ba3fd0]EXPLOSIVE[-] Fire Familiar\n• Fire Familiar has evolved to [ba3fd0]Expert[-] level:\n[ba3fd0]EXPLOSIVE[-]: Attacks periodically [ae92d5]Explode[-] foes!\n• Craft [ba3fd0]Expert[-] Fire Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]35[-]"
perkSorceryFireFamiliarRank5Desc,"[e60000]WILD PACK[-] Fire Familiar\n• Fire Familiar is fully evolved to [e60000]Master[-] level:\n[407fff]PACK[-]: You now [ae92d5]Summon Three[-] Fire Familiars!\n[e60000]WILD PACK[-]: Periodically casts [ae92d5]Fire Skin[-] on nearby allies!\n• Craft [e60000]Master[-] Fire Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]40[-]"

perkSorceryIceFamiliarRank1Desc,"[2f9970]CHILLING[-] Ice Familiar\n• Learn the secrets to summoning and commanding a chilling wolf companion:\n• Learn to craft [e3bb70][U]Summon: Ice Familiar[/U][-] at a Sorcerer Desk\n• Physical Damage: [ae92d5]20[-]\n[36dc2a]Primary Ability[-]: Summon Ice Familiars\n[407fff]Secondary Ability[-]: Heal Ice Familiars"
perkSorceryIceFamiliarRank2Desc,"[36dc2a]FREEZING[-] Ice Familiar\n• Ice Familiar has evolved to [36dc2a]Novice[-] level:\n[36dc2a]FREEZING[-]: Attacks periodically [ae92d5]Freeze[-] foes!\n• Craft [36dc2a]Novice[-] Ice Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]25[-]"
perkSorceryIceFamiliarRank3Desc,"[407fff]TWINS[-] Ice Familiar\n• Ice Familiar has evolved to [407fff]Adept[-] level:\n[407fff]TWIN[-]: You now [ae92d5]Summon Two[-] Ice Familiars!\n• Craft [407fff]Adept[-] Ice Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]30[-]"
perkSorceryIceFamiliarRank4Desc,"[ba3fd0]SHATTERING[-] Ice Familiar\n• Ice Familiar has evolved to [ba3fd0]Expert[-] level:\n[ba3fd0]SHATTERING[-]: Attacks periodically [ae92d5]Shatter[-] foes!\n• Craft [ba3fd0]Expert[-] Ice Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]35[-]"
perkSorceryIceFamiliarRank5Desc,"[e60000]ARCTIC PACK[-] Ice Familiar\n• Ice Familiar is fully evolved to [e60000]Master[-] level:\n[407fff]PACK[-]: You now [ae92d5]Summon Three[-] Ice Familiars!\n[e60000]ARCTIC PACK[-]: Periodically casts [ae92d5]Ice Skin[-] on nearby allies!\n• Craft [e60000]Master[-] Ice Familiar at a Sorcerer Desk\n• Physical Damage: [ae92d5]40[-]"

perkSorceryLightningFamiliarRank1Desc,"[2f9970]SHOCKING[-] Lightning Familiar\n• Learn the secrets to summoning and commanding a burning wolf companion:\n• Learn to craft [e3bb70][U]Summon: Lightning Familiar[/U][-] at a Sorcerer Desk\n• Physical Damage: [ae92d5]20[-]\n[36dc2a]Primary Ability[-]: Summon Lightning Familiars\n[407fff]Secondary Ability[-]: Heal Lightning Familiars"
